landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,landmark_6_x,landmark_6_y,landmark_7_x,landmark_7_y,landmark_8_x,landmark_8_y,landmark_9_x,landmark_9_y,landmark_10_x,landmark_10_y,landmark_11_x,landmark_11_y,landmark_12_x,landmark_12_y,landmark_13_x,landmark_13_y,landmark_14_x,landmark_14_y,landmark_15_x,landmark_15_y,landmark_16_x,landmark_16_y,landmark_17_x,landmark_17_y,landmark_18_x,landmark_18_y,landmark_19_x,landmark_19_y,landmark_20_x,landmark_20_y,class
0,0,-0.068489256,-0.100819599,-0.141486664,-0.295580235,-0.135768316,-0.471046668,-0.059119956,-0.538944664,-0.051335779,-0.564964056,-0.052461978,-0.758789052,-0.055409997,-0.885230738,-0.048258034,-1,0.016835989993637200,-0.526465132,-0.027383632,-0.634643665,-0.056162015,-0.416607707,-0.03163957,-0.37376784,0.082555067,-0.467933191,0.032519970410145800,-0.526571881,-0.002331247,-0.335339969,0.026108015,-0.316367357,0.14428787542929500,-0.386252258,0.10392539262822000,-0.458081991,0.062002404,-0.33686437,0.07889203,-0.308585493,1
0,0,-0.068091198,-0.099444101,-0.139803474,-0.292670961,-0.130216635,-0.464179727,-0.056272962,-0.532743605,-0.049873927,-0.553727045,-0.045648606,-0.755291039,-0.048069726,-0.883371622,-0.041593288,-1,0.013871398508129800,-0.512910487,-0.027587473,-0.641921974,-0.057439261,-0.425981168,-0.030203064,-0.377888088,0.076483788,-0.451724109,0.031836,-0.524770389,-0.00471598,-0.338366794,0.023633950239878600,-0.317222396,0.13812264329334400,-0.370085356,0.10152098875965000,-0.452288612,0.059887072,-0.332210567,0.075499652,-0.301023368,1
0,0,-0.067261819,-0.097507071,-0.138541596,-0.289264332,-0.131607847,-0.46345201,-0.055601975,-0.526005172,-0.049567111,-0.555483117,-0.04776735,-0.755927508,-0.048199945,-0.883376455,-0.039852872,-1,0.015230092697731100,-0.515266406,-0.0301275,-0.629971996,-0.05566369,-0.41445331,-0.028221416,-0.37172616,0.078009285,-0.454751459,0.031576805216791200,-0.523938828,-0.002601022,-0.337499152,0.024746872963112600,-0.317624587,0.13959156076081200,-0.373802347,0.10191847141647900,-0.453670379,0.060701529822243300,-0.333850893,0.075124757,-0.303525788,1
0,0,-0.068688549,-0.096916463,-0.138782116,-0.291148229,-0.133619184,-0.467468681,-0.060217344,-0.514006895,-0.050037195,-0.555931143,-0.045313538,-0.755864586,-0.047158566,-0.885249896,-0.039374248,-1,0.015114217166399100,-0.516195293,-0.024072778,-0.641223106,-0.053574258,-0.426715882,-0.029801511,-0.37443651,0.078786284,-0.455471808,0.035422097026226700,-0.533995079,-0.000714162,-0.347578325,0.025000070761853000,-0.318728148,0.14073764287599300,-0.374065755,0.10431642524499100,-0.454713682,0.062239406,-0.33619335,0.075730769,-0.30342609,1
0,0,-0.06963673,-0.099421941,-0.138802161,-0.286597125,-0.14197144,-0.455066272,-0.073939648,-0.522816275,-0.055118081,-0.540931003,-0.047463371,-0.757054635,-0.050780322,-0.886274177,-0.04457333,-1,0.007079836,-0.498149317,-0.024416002,-0.652502852,-0.059799802,-0.44888428,-0.045115477,-0.374290163,0.068557611,-0.44005453,0.031764433278202700,-0.546914227,-0.006492717,-0.358934386,0.011102204908376200,-0.302661965,0.12974434176921700,-0.362589979,0.099297665,-0.467428943,0.05543748,-0.342597817,0.059659564,-0.287843524,1
0,0,-0.06862782,-0.105698005,-0.135926119,-0.293091916,-0.141906019,-0.46489627,-0.07408195,-0.532075367,-0.052640535,-0.545650708,-0.046434817,-0.759167295,-0.051337204,-0.888279027,-0.04407136,-1,0.009807394,-0.50534464,-0.021138335,-0.66152699,-0.055489967,-0.454404655,-0.038949338,-0.381270139,0.072419957,-0.448206576,0.034611352,-0.554934769,-0.003228755,-0.364348879,0.015536666853878800,-0.307894091,0.13349464131950200,-0.370020824,0.10341573868135300,-0.474032101,0.058891504361994200,-0.349910531,0.062764249,-0.293886355,1
0,0,-0.070191838,-0.10096356,-0.14193847,-0.285987035,-0.146688358,-0.458407729,-0.080402048,-0.530130517,-0.052163331,-0.547539724,-0.048148016,-0.755651792,-0.055193853,-0.886189801,-0.050831841,-1,0.010472353409763100,-0.506162712,-0.025902539,-0.650004392,-0.060827743,-0.442279542,-0.040524644,-0.382490865,0.073371425,-0.447898731,0.029945355814768400,-0.543582082,-0.005516935,-0.356592056,0.020479958,-0.31951258,0.13463356198475100,-0.368745448,0.097806428,-0.460251071,0.056095775,-0.340326946,0.069814641,-0.30025725,1
0,0,-0.072399112,-0.108244421,-0.14309888,-0.292549138,-0.150143069,-0.462370633,-0.083837894,-0.529422005,-0.056428698,-0.552553823,-0.052654512,-0.755468436,-0.058467925,-0.88594704,-0.052879196,-1,0.006261094,-0.512942462,-0.033510535,-0.649910434,-0.063963292,-0.438386432,-0.039747959,-0.385369758,0.070250255,-0.454652393,0.025382793811865800,-0.538368749,-0.007912071,-0.353770353,0.019928025,-0.325947331,0.13300966491077400,-0.375089496,0.09359602,-0.460461995,0.052891434,-0.340186451,0.068172188,-0.304729684,1
0,0,-0.074568976,-0.104627132,-0.144601167,-0.287813213,-0.15270968,-0.454804947,-0.084944557,-0.53591652,-0.055762214,-0.545182167,-0.052423981,-0.751802478,-0.05936045,-0.882091843,-0.057128139,-1,0.008601057,-0.50930484,-0.033234833,-0.627337623,-0.060832262,-0.421453991,-0.036524909,-0.372411172,0.072555212,-0.452469031,0.024414492,-0.504596559,-0.009994153,-0.327422903,0.014187653282282800,-0.312591019,0.1344463425443190,-0.375040228,0.092247138,-0.439972621,0.051801399,-0.323138538,0.065886332,-0.295532199,1
0,0,-0.072615954,-0.102177802,-0.143899069,-0.289726268,-0.147921923,-0.459792585,-0.080397278,-0.538662625,-0.054015719,-0.554151415,-0.052195556,-0.756211073,-0.058053028,-0.885148795,-0.053991678,-1,0.010653495,-0.516241051,-0.033836918,-0.635674818,-0.061750435,-0.425395997,-0.035974564,-0.378504879,0.075723454,-0.458361514,0.026411942676040000,-0.515616041,-0.007637959,-0.334545079,0.018655398043109100,-0.3201045,0.1394272397587720,-0.380035141,0.097189002,-0.451604175,0.055664567,-0.330518169,0.070270635,-0.302218437,1
0,0,-0.072790741,-0.105142527,-0.143556501,-0.298611198,-0.148937121,-0.47327988,-0.08560269,-0.550579557,-0.059201795,-0.548726748,-0.05245144,-0.761171361,-0.059056613,-0.889150639,-0.05413497,-1,0.003808238,-0.510746614,-0.027294452,-0.677132711,-0.063616341,-0.466007301,-0.046855792,-0.387227557,0.067580884,-0.453485345,0.028996369,-0.563077378,-0.008444932,-0.370857544,0.012091009,-0.313981474,0.13083352930017200,-0.373594567,0.09815134,-0.478513613,0.053864774391346400,-0.349808055,0.060340485,-0.294074308,1
0,0,-0.072299483,-0.106614537,-0.141335654,-0.296037081,-0.151369833,-0.469612672,-0.090524452,-0.551592408,-0.056894141,-0.546882884,-0.050891556,-0.763205306,-0.059356585,-0.891237323,-0.055923235,-1,0.004954584,-0.507798762,-0.02329975,-0.671428859,-0.062712173,-0.467730329,-0.052575497,-0.382552823,0.066822565,-0.450231725,0.031351162,-0.573105572,-0.009607306,-0.381713444,0.003289158,-0.306214711,0.12760684800666900,-0.368728777,0.10044006268603000,-0.482050714,0.054318462718497400,-0.360508956,0.053894033770206600,-0.293331578,1
0,0,-0.072575023,-0.107497501,-0.142443736,-0.296978929,-0.152688247,-0.468031359,-0.091798348,-0.552889869,-0.057745257,-0.548840315,-0.052814623,-0.763976712,-0.060614605,-0.890756227,-0.056711867,-1,0.004326072,-0.509430138,-0.025685372,-0.670896965,-0.06394478,-0.465345837,-0.050957135,-0.382887125,0.066844048,-0.451587919,0.030506274211608600,-0.573734775,-0.010383568,-0.379160788,0.005139406,-0.306630163,0.1285120892295360,-0.369786778,0.10044455293838700,-0.479374668,0.053719202,-0.356850732,0.054836412,-0.293126231,1
0,0,-0.071478627,-0.102651937,-0.143702187,-0.295952447,-0.151532828,-0.472144399,-0.088605024,-0.549313416,-0.057232509,-0.550395063,-0.052010174,-0.764165916,-0.059588317,-0.890559153,-0.055346689,-1,0.005551542,-0.510727347,-0.025571299,-0.671480225,-0.062767401,-0.464243293,-0.047333122,-0.389849081,0.068572185,-0.452367477,0.030640960459536400,-0.570833668,-0.009136243,-0.374856469,0.009154157,-0.311815386,0.13056618471244800,-0.371042906,0.099802506,-0.478039419,0.05343515,-0.35016189,0.056937197,-0.289369654,1
0,0,-0.071931556,-0.102475268,-0.146044214,-0.29360935,-0.153801586,-0.470166812,-0.090214794,-0.547582547,-0.05431791,-0.551091935,-0.051535407,-0.760199066,-0.060590603,-0.888279198,-0.056985083,-1,0.007539907,-0.511165013,-0.029675259,-0.660467351,-0.063694634,-0.447820517,-0.040653548,-0.39192024,0.070679538,-0.454377753,0.026199224618577000,-0.552894917,-0.009487014,-0.360662984,0.018219050866520000,-0.324308044,0.13226407736277700,-0.375831741,0.095232949,-0.469681555,0.051756356,-0.344855841,0.065202067,-0.301513774,1
0,0,-0.071143266,-0.105036465,-0.144638448,-0.297027681,-0.150843305,-0.473859857,-0.089751062,-0.545890239,-0.05228185,-0.556329028,-0.049113447,-0.760987265,-0.059493447,-0.887271502,-0.057842527,-1,0.009788913,-0.515578527,-0.03169006,-0.661199962,-0.064808769,-0.444551944,-0.038821238,-0.394655742,0.073437622,-0.458396934,0.025486990225011700,-0.550979267,-0.009760096,-0.357509774,0.020597299418689300,-0.328937481,0.13599797877490300,-0.380858632,0.096473661,-0.471694546,0.053197745,-0.345624875,0.069655643,-0.306992848,1
0,0,-0.074927819,-0.103397709,-0.149296542,-0.295737596,-0.154023532,-0.472341128,-0.090272739,-0.548029872,-0.055736672,-0.557398822,-0.052897912,-0.758140214,-0.062057379,-0.885068789,-0.060587288,-1,0.007903548,-0.517157629,-0.033772404,-0.652252796,-0.066001426,-0.435394417,-0.04159906,-0.383841019,0.071896192,-0.459371067,0.024294868,-0.54620158,-0.010984459,-0.350780593,0.017708603586692900,-0.320076573,0.1349681644746270,-0.381294522,0.094894257,-0.466949045,0.051409292,-0.339649102,0.066855635,-0.301800773,1
0,0,-0.077015733,-0.099257413,-0.152536176,-0.289816631,-0.15822534,-0.467596633,-0.094654381,-0.542634167,-0.061877849,-0.547627169,-0.059947789,-0.760200168,-0.068461934,-0.887302958,-0.066479228,-1,0.002862682,-0.512815321,-0.035303205,-0.659451294,-0.068116538,-0.449124048,-0.046771207,-0.391952873,0.06806712,-0.456956412,0.021191671598710200,-0.53982676,-0.013351346,-0.349771555,0.013472862,-0.316621538,0.13234351746976100,-0.379843046,0.089833176,-0.457299105,0.048258461338342300,-0.33166592,0.063355115,-0.294104082,1
0,0,-0.071473476,-0.101374375,-0.143686753,-0.291878646,-0.150671183,-0.466448935,-0.087555614,-0.54457153,-0.054216572,-0.546709899,-0.04977904,-0.76254247,-0.059703825,-0.891235285,-0.058629499,-1,0.00961681,-0.508752562,-0.025840072,-0.667230766,-0.061815982,-0.456057548,-0.04402068,-0.385990231,0.073817699,-0.45116568,0.029831570460924500,-0.550546624,-0.006934322,-0.357060078,0.016098591,-0.307805001,0.1367494392786870,-0.369526975,0.1003715456463420,-0.464502284,0.055351102409138500,-0.336820637,0.063718732,-0.285617339,1
0,0,-0.072216692,-0.104310932,-0.143948952,-0.298942117,-0.151051695,-0.476127599,-0.087957178,-0.558329791,-0.058006128,-0.544570907,-0.052449366,-0.760335286,-0.061293848,-0.888652014,-0.059431337,-1,0.005512098,-0.508809192,-0.029156811,-0.675415398,-0.064613012,-0.463093158,-0.048082171,-0.380780202,0.069465684,-0.452284812,0.025879846,-0.557827323,-0.010087077,-0.361932369,0.010907009403974800,-0.303046185,0.13322769368954700,-0.371306468,0.097229999,-0.47343343,0.053257348,-0.342388587,0.059862888,-0.285487403,1
0,0,-0.072205139,-0.096036138,-0.144906802,-0.292166986,-0.154103526,-0.468962663,-0.091585173,-0.543174991,-0.057532167,-0.544707791,-0.053739051,-0.76335242,-0.064003023,-0.890781837,-0.063265924,-1,0.006926157,-0.507536377,-0.02880025,-0.671393981,-0.065784196,-0.46312663,-0.051919255,-0.383458256,0.07085186,-0.449952069,0.024827017828851600,-0.549533396,-0.012189683,-0.354029645,0.007332215,-0.294332381,0.13385180789519200,-0.369883876,0.094968741,-0.466421886,0.051043486,-0.336261216,0.057122469895399800,-0.278183132,1
0,0,-0.072276846,-0.104603704,-0.143292046,-0.29561058,-0.153789715,-0.466865494,-0.095292387,-0.549332401,-0.055262446,-0.548843622,-0.051816179,-0.762847179,-0.06189796,-0.890292021,-0.060660425,-1,0.007454571,-0.511390559,-0.02981784,-0.665451789,-0.066063286,-0.457912006,-0.049534817,-0.384257763,0.070551827,-0.45494213,0.024754465,-0.554029441,-0.011661316,-0.360669681,0.009971207,-0.305437264,0.1324361774158140,-0.374408742,0.094444485,-0.473071732,0.050750385,-0.343603286,0.058845616,-0.286988516,1
